setname,name,name_notnice,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,joystick,special_controls,buttons
eswatj1,"E-Swat - Cyber Police (JP, Set 1)","E-Swat - Cyber Police (set 1, Japan) (FD1094 317-0131)",World,"Set 1, FD1094 317-0131",yes,E-Swat,Sega System 16B,,no,no,1989,Sega,Run 'n' Gun - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
eswatu,"E-Swat - Cyber Police (US, Set 3)","E-Swat - Cyber Police (set 3, US) (FD1094 317-0129)",World,"Set 3, FD1094 317-0129",yes,E-Swat,Sega System 16B,,no,no,1989,Sega,Run 'n' Gun - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
f1dream,F-1 Dream,F-1 Dream,,,no,,,,no,no,1988,Capcom,Racing,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzone,"Fantasy Zone (W, Rev A)","Fantasy Zone (Rev A, World, S16A) [No Protection]",World,"Rev A, No Protection",no,,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzone1,"Fantasy Zone (W, No Protection)","Fantasy Zone (World, S16A) [No Protection]",World,No Protection,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzonee,"Fantasy Zone (W, 317-0016)","Fantasy Zone (World, S16A) [FD1089B 317-0016]",World,317-0016,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzonep,"Fantasy Zone (W, 317-5000)","Fantasy Zone (World, S16A) [317-5000]",World,317-5000,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fantzonepr,"Fantasy Zone (W, Prototype)","Fantasy Zone (Prototype, S16A) [No Protection]",World,Prototype,yes,Fantasy Zone,Sega System 16A,,no,no,1986,Sega,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
fastlane,Fast Lane (W),Fast Lane,World,,no,,,,no,no,1987,Konami,Maze,,15kHz,vertical (cw),yes,,2 (alternating),4-way,,2
ffight,"Final Fight (W, Set 1)","Final Fight -World, set 1-",World,Set 1,no,,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffighta,"Final Fight (W, Set 2)","Final Fight -World, set 2-",World,Set 2,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightae,Final Fight 30th Anniversary Edition [hb],Final Fight Anniversary Edition - HBMame,,,yes,Final Fight,Capcom CPS-1,Final Fight,yes,no,2020,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,3
ffightj,Final Fight (JP),Final Fight -Japan-,Japan,,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj1,"Final Fight (JP, 900112)",Final Fight -Japan 900112-,Japan,900112,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj2,"Final Fight (JP, 900305)",Final Fight -Japan 900305-,Japan,900305,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj3,"Final Fight (JP, 900405)",Final Fight -Japan 900405-,Japan,900405,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightj4,"Final Fight (JP, 900613)",Final Fight -Japan 900613-,Japan,900613,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightu,"Final Fight (US, Set 1)","Final Fight -USA, set 1-",USA,Set 1,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightu1,"Final Fight (US, Set 2)","Final Fight -USA, set 2-",USA,Set 2,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightua,"Final Fight (US, 900112)",Final Fight -USA 900112-,USA,900112,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightub,"Final Fight (US, 900424)",Final Fight -USA 900424-,USA,900424,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ffightuc,"Final Fight (US, 900613)",Final Fight -USA 900613-,USA,900613,yes,Final Fight,Capcom CPS-1,Final Fight,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
fpoint,"Flash Point (JP, Set 2)","Flash Point (set 2, Japan) (FD1094 317-0127A)",Japan,"Set 2, FD1094 317-0127A",no,,Sega System 16B,,no,no,1989,Sega,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
fpoint1,"Flash Point (JP, Set 1)","Flash Point (set 1, Japan) (FD1094 317-0127A)",Japan,"Set 1, FD1094 317-0127A",yes,Flash Point,Sega System 16B,,no,no,1989,Sega,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
forgottn,"Forgotten Worlds (W, Newer)","Forgotten Worlds -World, newer-",World,Newer,no,,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
forgottna,Forgotten Worlds (W),Forgotten Worlds -World-,World,,yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
forgottnu,"Forgotten Worlds (US, Rev C, 88621B-2)","Forgotten Worlds -USA, B-Board 88621B-2, Rev. C-",USA,"Rev C, 88621B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnua,"Forgotten Worlds (US, Rev A, 88616B)","Forgotten Worlds -USA, B-Board 88618B-2, Rev. A-",USA,"Rev A, 88616B",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnuaa,"Forgotten Worlds (US, Rev AA, 88618B-2)","Forgotten Worlds -USA, B-Board 88618B-2, Rev. AA-",USA,"Rev AA, 88618B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnuc,"Forgotten Worlds (US, Rev C, 88618B-2)","Forgotten Worlds -USA, B-Board 88618B-2, Rev. C-",USA,"Rev C, 88618B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
forgottnue,"Forgotten Worlds (US, Rev E, 88618B-2)","Forgotten Worlds -USA, B-Board 88618B-2, Rev. E-",USA,"Rev E, 88618B-2",yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
galagax,1942 (Galaxy X) [hb],1942 (Galaga X) - HBMame,,Galaxy X,yes,1942,Capcom CPS-0,19XX,yes,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
ganbare,"Ganbare! Marine Kun (JP, 2K0411)",Ganbare! Marine Kun -Japan 2K0411-,Japan,2K0411,no,,Capcom CPS-1,,no,no,2000,Capcom,Shooter - Gallery,,15kHz,horizontal,n/a,,1,4-way,,2
ghouls,"Ghouls'n Ghosts (W, Patched)",Ghouls'n Ghosts -patched-,World,Patched,yes,Ghouls 'n Ghosts,Capcom CPS-1,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
ghouls,Ghouls'n Ghosts (W),Ghouls'n Ghosts -World-,World,,no,,Capcom CPS-1,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
ghoulsu,Ghouls'n Ghosts (US),Ghouls'n Ghosts -USA-,USA,,yes,Ghouls 'n Ghosts,Capcom CPS-1,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
gigawing,"Giga Wing (US, 990222)",Giga Wing (USA 990222),USA,990222,no,,Capcom CPS-2,,no,no,1999,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
gigawinga,"Giga Wing (AS, 990222)",Giga Wing (Asia 990222),Asia,990222,yes,Giga Wing,Capcom CPS-2,,no,no,1999,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
gigawingb,"Giga Wing (W, 990222)",Giga Wing (Brazil 990222),World,990222,yes,Giga Wing,Capcom CPS-2,,no,no,1999,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
gigawingh,"Giga Wing (HS, 990222)",Giga Wing (Hispanic 990222),Hispanic,990222,yes,Giga Wing,Capcom CPS-2,,no,no,1999,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
gigawingj,"Giga Wing (JP, 990222)",Giga Wing (Japan 990223),Japan,990222,yes,Giga Wing,Capcom CPS-2,,no,no,1999,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
goldenaxe3,"Gollden Axe (W, Set 3)","Golden Axe (set 3, World) (FD1094 317-0120)",World,"Set 3, FD1094 317-0120",yes,Golden Axe,Sega System 16B,,no,no,1989,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
goldenaxe4,"Gollden Axe (JP, Set 4)","Golden Axe (set 4, Japan) (FD1094 317-0121)",Japan,"Set 4, FD1094 317-0121",yes,Golden Axe,Sega System 16B,,no,no,1989,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
gmahou,"Great Mahou Daisakusen (JP, 000121, Unlocked)",Great Mahou Daisakusen (Japan 000121) [Unlocked],Japan,"000121, Unlocked",yes,Dimahoo,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
gmahou,"Great Mahou Daisakusen (JP, 000121)",Great Mahou Daisakusen (Japan 000121),Japan,000121,yes,Dimahoo,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
gng,"Ghosts'n Goblins (W, JT, Set 1)",Ghosts'n Goblins (JT),World,"JT, Set 1",no,,Capcom CPS-0,Ghosts 'n,no,no,1985,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
gulunpa,"Gulun.Pa (931220 L, Prototype)",Gulun.Pa_-_Prototype_1993_-_Japan_931220_L-,,"931220 L, Prototype",no,,Capcom CPS-1,,no,no,1990,Capcom,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
gunsmoke,Gun Smoke,Gun Smoke,,,no,,Capcom CPS-0,,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
gunsmokeb,Gun Smoke (851115) [bl],"Gun Smoke (World, 851115) (bootleg)",,851115,yes,Gun Smoke,Capcom CPS-0,,no,yes,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
gunsmokej,"Gun Smoke (JP, 851115)","Gun Smoke (Japan, 851115)",Japan,851115,yes,Gun Smoke,Capcom CPS-0,,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
gunsmokeu,"Gun Smoke (US, 860408)","Gun Smoke (US, 860408)",USA,860408,yes,Gun Smoke,Capcom CPS-0,,no,no,1986,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
gunsmokeua,"Gun Smoke (US, 851115, Set 1)","Gun Smoke (US, 851115, set 1)",USA,"851115, Set 1",yes,Gun Smoke,Capcom CPS-0,,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
gunsmokeub,"Gun Smoke (US, 851115, Set 2)","Gun Smoke (US, 851115, set 2)",USA,"851115, Set 2",yes,Gun Smoke,Capcom CPS-0,,no,no,1986,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
higemaru,Pirate Ship Higemaru,Pirate Ship Higemaru,,,no,,,,no,no,1984,Capcom,Maze,,15kHz,horizontal,n/a,,2 (alternating),4-way,,1
hsf2,"Hyper Street Fighter II- The Anniversary Edition (US, 040202)",Hyper Street Fighter II The Anniversary Edition (USA 040202),USA,040202,no,,Capcom CPS-2,Street Fighter,no,no,2004,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
hsf2a,"Hyper Street Fighter II- The Anniversary Edition (AS, 040202)",Hyper Street Fighter II The Anniversary Edition (Asia 040202),Asia,040202,yes,Hyper Street Fighter II- The Anniversary Edition,Capcom CPS-2,Street Fighter,no,no,2004,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
hsf2j,"Hyper Street Fighter II- The Anniversary Edition (JP, 040202)",Hyper Street Fighter II The Anniversary Edition (Japan 040202),Japan,040202,yes,Hyper Street Fighter II- The Anniversary Edition,Capcom CPS-2,Street Fighter,no,no,2004,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
hsf2j1,"Hyper Street Fighter II- The Anniversary Edition (JP, 031222)",Hyper Street Fighter II The Anniversary Edition (Japan 031222),Japan,031222,yes,Hyper Street Fighter II- The Anniversary Edition,Capcom CPS-2,Street Fighter,no,no,2004,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
jyangoku,"Jyangokushi- Haoh no Saihai (JP, 990527)",Jyangokushi Haoh no Saihai (Japan 990527),Japan,990527,no,,Capcom CPS-2,,no,no,1999,Capcom,Fighting,,15kHz,horizontal,n/a,,1,8-way,n/a,2
knights,"Knights of the Round (W, 911127)",Knights of the Round -World 911127-,World,911127,no,,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
knightsj,"Knights of the Round (JP, 911127, B-Board 91634B-2)","Knights of the Round -Japan 911127, B-Board 91634B-2-",Japan,"911127, B-Board 91634B-2",yes,Knights of the Round,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
knightsja,"Knights of the Round (JP, 911127, B-Board 89625B-1)","Knights of the Round -Japan 911127, B-Board 89625B-1-",Japan,"911127, B-Board 89625B-1",yes,Knights of the Round,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
knightsu,"Knights of the Round (US, 911127)",Knights of the Round -USA 911127-,USA,911127,yes,Knights of the Round,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
kod,"The King of Dragons (W, 910805)",The King of Dragons -World 910805-,World,910805,no,,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
kodj,"The King of Dragons (JP, B-Board, 90629B-3)","The King of Dragons -Japan 910805, B-Board 90629B-3-",Japan,"B-Board, 90629B-3",yes,The King of Dragons,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
kodja,"The King of Dragons (JP, B-Board, 89625B-1)","The King of Dragons -Japan 910805, B-Board 89625B-1-",Japan,"B-Board, 89625B-1",yes,The King of Dragons,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
kodr1,"The King of Dragons (W, 910711)",The King of Dragons -World 910711-,World,910711,yes,The King of Dragons,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
kodr2,"The King of Dragons (W, 910731)",The King of Dragons -World 910731-,World,910731,yes,The King of Dragons,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
kodu,"The King of Dragons (US, 910910)",The King of Dragons -USA 910910-,USA,910910,yes,The King of Dragons,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
lostwrld,Losts (JP),Lost Worlds -Japan-,Japan,,no,,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
lostwrldo,"Losts (JP, Old Ver)",Lost Worlds -Japan Old Ver.-,Japan,Old Ver,yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
lwings,Legendary Wings,Legendary Wings,,,no,,,,no,no,1986,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
mach9,Mach-9 (Vulgus) [bl],Mach-9 (bootleg of Vulgus),,Vulgus,yes,Vulgus,,,no,yes,1984,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,2
mbomberj,"Muscle Bomber- The Body Explosion (JP, 930713)",Muscle Bomber The Body Explosion (Japan 930713),Japan,930713,yes,Slam Masters,Capcom CPS-1.5,Slam Masters,no,no,1993,Capcom,Sports,,15kHz,horizontal,n/a,,4,8-way,,3
mbombrd,"Muscle Bomber Duo- Ultimate Team Battle (W, 931206)",Muscle Bomber Duo Ultimate Team Battle (World 931206),World,931206,no,,Capcom CPS-1.5,Slam Masters,no,no,1993,Capcom,Sports,,15kHz,horizontal,n/a,,4,8-way,,3
mbombrdj,"Muscle Bomber Duo- Heat Up Warriors (JP, 931206)",Muscle Bomber Duo Heat Up Warriors (Japan 931206),Japan,931206,yes,Slam Masters,Capcom CPS-1.5,Slam Masters,no,no,1993,Capcom,Sports,,15kHz,horizontal,n/a,,4,8-way,,3
megaman,Mega Man- The Power Battle (CPS1.5 Qsound) [hb],Mega Man - CPS1.5,,CPS1.5 Qsound,yes,Mega Man- The Power Battle,Capcom CPS-1.5,,yes,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
megaman,"Mega Man- The Power Battle (US, 951006)","Mega Man  The Power Battle -CPS1, USA 951006-",USA,951006,no,,Capcom CPS-1,Mega Man,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
